1	0
2	1
3	2
4	3
5	4
8	5
10	6
11	7
12	8
13	9
14	10
15	11
17	12
18	13
19	14
20	15
21	16
25	17
27	18
29	19
30	20
31	21
32	22
33	23
35	24
37	25
39	26
42	27
44	28
46	29
49	30
50	31
52	32
53	33
54	34
56	35
58	36
60	37
62	38
63	39
65	40
66	41
67	42
70	43
72	44
75	45
77	46
78	47
79	48
80	49
82	50
83	51
84	52
85	53
86	54
87	55
90	56
92	57
93	58
96	59
99	60
100	61
102	62
104	63
105	64
106	65
107	66
112	67
114	68
116	69
117	70
118	71
120	72
121	73
123	74
126	75
128	76
131	77
133	78
134	79
135	80
136	81
138	82
141	83
144	84
146	85
147	86
148	87
150	88
152	89
153	90
155	91
156	92
157	93
158	94
159	95
160	96
161	97
162	98
164	99
166	100
167	101
168	102
169	103
170	104
172	105
173	106
174	107
176	108
177	109
180	110
181	111
182	112
183	113
186	114
188	115
193	116
195	117
196	118
197	119
198	120
199	121
200	122
202	123
203	124
204	125
205	126
206	127
207	128
208	129
209	130
212	131
215	132
216	133
218	134
220	135
223	136
224	137
226	138
227	139
228	140
230	141
232	142
233	143
234	144
235	145
239	146
241	147
243	148
244	149
245	150
246	151
247	152
248	153
249	154
250	155
252	156
253	157
254	158
255	159
257	160
258	161
260	162
263	163
265	164
266	165
267	166
271	167
272	168
273	169
276	170
278	171
279	172
280	173
282	174
283	175
286	176
287	177
288	178
290	179
291	180
292	181
294	182
295	183
296	184
298	185
300	186
301	187
302	188
305	189
306	190
307	191
308	192
309	193
310	194
311	195
312	196
313	197
314	198
316	199
317	200
318	201
320	202
321	203
322	204
324	205
325	206
327	207
329	208
330	209
331	210
333	211
334	212
337	213
338	214
342	215
343	216
344	217
346	218
347	219
348	220
349	221
351	222
352	223
354	224
355	225
356	226
357	227
358	228
359	229
365	230
366	231
368	232
369	233
370	234
372	235
373	236
374	237
376	238
379	239
380	240
381	241
383	242
385	243
386	244
387	245
388	246
391	247
392	248
393	249
394	250
396	251
398	252
404	253
406	254
407	255
409	256
410	257
411	258
413	259
414	260
415	261
417	262
419	263
420	264
424	265
426	266
427	267
428	268
429	269
431	270
432	271
434	272
435	273
436	274
437	275
438	276
441	277
443	278
444	279
446	280
449	281
450	282
451	283
452	284
455	285
458	286
460	287
462	288
464	289
465	290
466	291
469	292
470	293
471	294
472	295
475	296
476	297
477	298
478	299
479	300
480	301
482	302
485	303
486	304
487	305
488	306
490	307
492	308
493	309
494	310
495	311
496	312
500	313
502	314
503	315
506	316
507	317
508	318
509	319
510	320
513	321
514	322
515	323
516	324
517	325
518	326
520	327
522	328
523	329
524	330
525	331
526	332
527	333
529	334
532	335
535	336
536	337
538	338
539	339
540	340
541	341
542	342
543	343
544	344
546	345
547	346
548	347
551	348
553	349
554	350
555	351
556	352
557	353
558	354
559	355
562	356
565	357
566	358
567	359
568	360
570	361
572	362
573	363
574	364
577	365
578	366
580	367
581	368
584	369
585	370
589	371
590	372
591	373
593	374
597	375
598	376
600	377
601	378
602	379
606	380
609	381
610	382
611	383
612	384
615	385
616	386
617	387
618	388
619	389
621	390
623	391
624	392
626	393
628	394
631	395
632	396
633	397
634	398
635	399
637	400
638	401
639	402
641	403
642	404
643	405
645	406
647	407
648	408
649	409
651	410
652	411
653	412
657	413
658	414
659	415
661	416
663	417
666	418
667	419
668	420
